Date,Symbol,Open,High,Low,Close,Volume
29-05-2020,ONGC,78.05,83.75,77.4,83.2,40559737
01-06-2020,ONGC,85,86.5,83.65,83.95,25048603
02-06-2020,ONGC,84.45,84.9,82.6,84.3,15368224
03-06-2020,ONGC,86.05,87.45,85.3,86.3,23937209
04-06-2020,ONGC,85,86.05,84,84.9,15121039
05-06-2020,ONGC,85.1,88.8,85,86.95,18203733
08-06-2020,ONGC,90,93.1,89.2,90.95,32511412
09-06-2020,ONGC,91.95,92.4,89.35,90,16702416
10-06-2020,ONGC,90.6,91.5,87.7,88.25,17382524
11-06-2020,ONGC,88.3,89.55,86.5,86.9,14276814
12-06-2020,ONGC,81.55,84.2,81.55,83.9,20601082
15-06-2020,ONGC,84,85.9,83,84.1,17275091
16-06-2020,ONGC,85.5,85.75,82.35,83.9,13467650
17-06-2020,ONGC,83.6,84.75,83.2,84.2,15440386
18-06-2020,ONGC,83,83.95,81.8,83.6,18460702
19-06-2020,ONGC,85.5,86.3,84.3,85.75,21920952
22-06-2020,ONGC,86.1,86.2,84.1,84.85,19229487
23-06-2020,ONGC,85.5,86.5,84.4,85.65,23442659
24-06-2020,ONGC,86.25,86.65,82.55,83.1,33082696
25-06-2020,ONGC,82.25,84,80,81.6,121278403
26-06-2020,ONGC,83.1,84.8,82.5,84.15,23684918
29-06-2020,ONGC,83.95,84.1,81.6,82.4,14299404
30-06-2020,ONGC,83.5,83.55,80.65,81.35,25762628
01-07-2020,ONGC,79,80.95,78.3,80.45,35344809
02-07-2020,ONGC,81.35,84.15,81.1,81.85,35154233
03-07-2020,ONGC,82.45,83.35,81.6,82.4,16793161
06-07-2020,ONGC,83.05,84.9,82.8,83.75,17511379
07-07-2020,ONGC,83.75,83.8,81.8,81.95,20124675
08-07-2020,ONGC,82,82.9,81,81.3,18626982
09-07-2020,ONGC,81.6,82.25,79.9,80.2,17348338
10-07-2020,ONGC,80,80.15,77.7,78.55,17773267
13-07-2020,ONGC,79.2,79.55,78.4,78.9,9361006
14-07-2020,ONGC,78.5,78.95,77.15,77.35,9303884
15-07-2020,ONGC,78,78.2,75.85,76.25,14377120
16-07-2020,ONGC,76.4,76.7,75,76.15,10605125
17-07-2020,ONGC,76.3,80.65,76.3,80.35,24934073
20-07-2020,ONGC,81,81.25,79.2,80.3,15570377
21-07-2020,ONGC,80.6,82.9,80.35,82.45,20976714
22-07-2020,ONGC,82.75,83.5,81.7,82.6,17884327
23-07-2020,ONGC,82.5,83.85,82.05,82.65,14674735
24-07-2020,ONGC,82.1,82.4,80.25,81,10000517
27-07-2020,ONGC,81.4,82,80.1,80.8,8511120
28-07-2020,ONGC,81,81.25,79.3,79.9,10618186
29-07-2020,ONGC,79.8,80.7,79.3,79.5,9906214
30-07-2020,ONGC,80,80.4,77.5,77.7,9671441
31-07-2020,ONGC,77.95,78.85,77.15,78.3,10965340
03-08-2020,ONGC,78.35,78.5,75.55,75.9,11874519
04-08-2020,ONGC,76.3,77.7,75.9,76.1,13370396
05-08-2020,ONGC,76.5,77.5,76.3,76.95,9078922
06-08-2020,ONGC,77.85,79.95,77.05,78.05,26386804
07-08-2020,ONGC,78.15,79.4,78.1,78.65,11787233
10-08-2020,ONGC,79.5,79.75,78.9,79.05,7067873
11-08-2020,ONGC,79.55,80,78.2,78.45,10835770
12-08-2020,ONGC,78.45,79.1,77.7,78.1,10482298
13-08-2020,ONGC,78.55,79.45,78.4,78.6,7316685
14-08-2020,ONGC,78.7,78.95,76.95,77.1,11637195
17-08-2020,ONGC,77.5,79.8,77.4,79.3,13612342
18-08-2020,ONGC,79.75,81.9,79.15,80.65,28330266
19-08-2020,ONGC,80.85,81.7,79.1,79.55,12081506
20-08-2020,ONGC,79,83.25,77.9,82.15,37457741
21-08-2020,ONGC,82.95,83.45,80.65,81.05,17027759
24-08-2020,ONGC,81.3,81.85,80.6,81.25,9798867
25-08-2020,ONGC,81.4,82.5,80.2,80.5,22481154
26-08-2020,ONGC,81.2,82.1,80.75,81.4,15968479
27-08-2020,ONGC,81.8,81.95,80,80.15,16309200
28-08-2020,ONGC,80.35,81.8,80,80.35,14667141
31-08-2020,ONGC,81,85.5,80.9,81.95,93193563
01-09-2020,ONGC,82.75,82.8,78,79.35,38005572
02-09-2020,ONGC,81.15,81.75,79.5,80.3,31155170
03-09-2020,ONGC,80.5,81.3,78.8,79.05,19976183
04-09-2020,ONGC,78.55,79.1,77.35,77.9,12855872
07-09-2020,ONGC,78.2,78.35,75.95,76.45,16574103
08-09-2020,ONGC,76.55,76.65,74,74.45,17905760
09-09-2020,ONGC,73.95,73.95,70.9,72.7,28166431
10-09-2020,ONGC,73.5,74.4,72.65,73.65,18646453
11-09-2020,ONGC,73.45,73.7,72.6,73.3,11511957
14-09-2020,ONGC,73.85,74.75,73.25,73.65,11990117
15-09-2020,ONGC,73.75,74.35,73.25,73.8,8883209
16-09-2020,ONGC,74.25,74.45,72.55,73.05,10285753
17-09-2020,ONGC,73.05,74.3,72.85,73.15,16070908
18-09-2020,ONGC,73.8,74.8,72.95,74.3,25692290
21-09-2020,ONGC,74,74.1,70.9,71.15,13686791
22-09-2020,ONGC,71,71.3,68.75,69.5,18043170
23-09-2020,ONGC,69.7,70.15,67.4,67.65,17014241
24-09-2020,ONGC,66.05,67.35,65.5,66.65,32950980
25-09-2020,ONGC,68,69.25,66.15,68.9,20235948
28-09-2020,ONGC,69.45,73.7,69.25,71.85,28336618
29-09-2020,ONGC,72.5,72.7,68.9,69.15,20798564
30-09-2020,ONGC,69.4,70.45,67.6,69.25,20069463
01-10-2020,ONGC,67.5,69.4,66.65,69.15,20869336
05-10-2020,ONGC,69,69.7,68.4,69.2,12608190
06-10-2020,ONGC,70,70.2,69,69.35,10028722
07-10-2020,ONGC,69.3,73.35,69.1,70.5,50074521
08-10-2020,ONGC,70.9,71,68.25,68.45,21348290
09-10-2020,ONGC,69,70.6,68.25,70.3,25747434
12-10-2020,ONGC,70.3,70.6,68.8,69.15,10564969
13-10-2020,ONGC,69.1,69.75,68.8,69.1,9070869
14-10-2020,ONGC,68.5,68.8,66.65,67,24828155
15-10-2020,ONGC,67,68.5,65.7,66.05,17334497
16-10-2020,ONGC,66.65,67.55,66,67.25,18591533
19-10-2020,ONGC,67.35,70.45,67.35,69.3,25987839
20-10-2020,ONGC,69.5,69.75,67.25,67.4,18530440
21-10-2020,ONGC,68,68.6,67,67.8,19590729
22-10-2020,ONGC,67.4,69.1,67.3,68.85,26356513
23-10-2020,ONGC,69.2,69.6,68.6,69,13180165
26-10-2020,ONGC,69.5,69.5,67.65,68.2,14225064
27-10-2020,ONGC,68.1,68.45,66.5,66.85,17088935
28-10-2020,ONGC,67.25,67.4,66.1,66.35,15025734
29-10-2020,ONGC,66.05,66.35,64.1,64.4,29901827
30-10-2020,ONGC,65,65.9,64.2,64.9,25857851
02-11-2020,ONGC,65.4,66.05,64.2,65.7,12847852
03-11-2020,ONGC,66,66.75,65.7,66.3,10809489
04-11-2020,ONGC,66.3,66.9,65.6,66.45,12479581
05-11-2020,ONGC,66.9,68.1,66.2,67.6,17947631
06-11-2020,ONGC,67.7,68.2,67.2,68,10496588
09-11-2020,ONGC,68.65,68.65,67.8,68.45,8473527
10-11-2020,ONGC,69.05,71,68.5,70.75,33795453
11-11-2020,ONGC,71.45,72.7,70.55,72.35,23531793
12-11-2020,ONGC,72.5,72.9,70.75,71.55,16446681
13-11-2020,ONGC,71.2,72.5,70.05,72.15,16264536
14-11-2020,ONGC,74,74,72.5,72.65,5387569
17-11-2020,ONGC,72.7,73.3,71,71.3,18852045
18-11-2020,ONGC,71.65,72.1,70.9,71.95,14032869
19-11-2020,ONGC,71.5,74.2,71.45,72.15,27903903
20-11-2020,ONGC,72.45,72.7,70.7,71.65,14790440
23-11-2020,ONGC,72,77.8,71.8,76.5,44111534
24-11-2020,ONGC,76.75,78.05,75.4,76.1,31379070
25-11-2020,ONGC,77.2,81.8,77.15,80.8,87040163
26-11-2020,ONGC,81.15,81.5,79.45,80.2,30469713
27-11-2020,ONGC,80.8,81.15,78,78.5,44245938
01-12-2020,ONGC,78.5,82,77.05,81.55,42923229
02-12-2020,ONGC,81.5,85.05,80.95,84.85,52652362
03-12-2020,ONGC,85.4,89,85,88.7,53618786
04-12-2020,ONGC,89.75,91,87.25,89.85,44126894
07-12-2020,ONGC,91.15,94,90.75,91.55,46638129
08-12-2020,ONGC,93,93.45,90.05,90.75,34326971
09-12-2020,ONGC,91.5,92.85,90.9,91.2,25763702
10-12-2020,ONGC,91,92.2,88.7,91.65,25329334
11-12-2020,ONGC,92.6,104.4,92.6,96.8,146821189
14-12-2020,ONGC,98.25,102.55,97.45,101.5,75021883
15-12-2020,ONGC,102.5,102.5,99.2,100.45,33553433
16-12-2020,ONGC,101.9,103.6,100.65,102.9,34618175
17-12-2020,ONGC,105.1,105.6,100.7,101.5,41881430
18-12-2020,ONGC,101.5,102.3,98.15,99,36480527
21-12-2020,ONGC,98.9,98.95,88.95,89.85,58724337
22-12-2020,ONGC,89.05,92.3,86.6,90.55,58602960
23-12-2020,ONGC,90.5,91.3,88.3,90.8,29216106
24-12-2020,ONGC,92.5,95.5,92.15,93.15,46351620
28-12-2020,ONGC,94,95.15,93.3,93.8,17759262
29-12-2020,ONGC,94.2,94.65,92,93.15,17678810
30-12-2020,ONGC,93.5,94.5,92.75,93.25,15960705
31-12-2020,ONGC,93.3,95.55,92.55,93.05,43701316
01-01-2021,ONGC,93.75,94.45,93,93.2,15130377
04-01-2021,ONGC,94.05,97.3,93.7,96.95,39545073
05-01-2021,ONGC,96.5,96.5,94.35,94.95,26998014
06-01-2021,ONGC,98.9,99.3,96.25,96.95,50306161
07-01-2021,ONGC,98,99.05,97.1,97.9,25285200
08-01-2021,ONGC,98.95,101.3,98.55,100.65,36022114
11-01-2021,ONGC,101.5,102.9,98.05,102.55,36301647
12-01-2021,ONGC,102,104.5,100.75,103.45,28353142
13-01-2021,ONGC,104.95,107.9,104.1,105.25,42401579
14-01-2021,ONGC,107,107.45,104.2,105.05,24455634
15-01-2021,ONGC,105.25,106.1,100.65,101.4,28185982
18-01-2021,ONGC,101.4,101.85,96.05,96.65,33623461
19-01-2021,ONGC,97.75,99,97.5,98.1,26085121
20-01-2021,ONGC,99,99.8,97.85,98.85,18486566
21-01-2021,ONGC,99.05,100.2,93.9,94.7,26939349
22-01-2021,ONGC,94.6,95.45,92.5,92.75,27311961
25-01-2021,ONGC,93.05,93.75,90,91.35,28522112
27-01-2021,ONGC,91.4,91.75,88.9,89.7,34022621
28-01-2021,ONGC,89,91.4,88.8,90.65,26810222
29-01-2021,ONGC,90.75,92.95,87.75,88.3,33858273
01-02-2021,ONGC,89,91.2,88.45,90.85,24228098
02-02-2021,ONGC,92.5,93.95,91.2,92.85,22141489
03-02-2021,ONGC,94.6,95.3,93,93.35,25912911
04-02-2021,ONGC,94.25,98.6,94,97.65,49670027
05-02-2021,ONGC,98.95,99.95,96.8,97.65,30514219
08-02-2021,ONGC,99.5,100.8,99.1,99.65,29096831
09-02-2021,ONGC,99.8,103.35,99.8,101,39638657
10-02-2021,ONGC,102,102.5,98.6,100,21467230
11-02-2021,ONGC,100,100.35,98.9,99.45,11287104
12-02-2021,ONGC,98.9,99.4,96.55,97,18187705
15-02-2021,ONGC,97,99.25,95.6,98.45,26118576
16-02-2021,ONGC,99.25,104.85,99.25,103.75,76236798
17-02-2021,ONGC,102,103.5,100.8,102.25,21014091
18-02-2021,ONGC,103.7,115.5,103.35,110.7,110000964
19-02-2021,ONGC,110.7,112.2,103.85,105.1,48225988
22-02-2021,ONGC,105.9,108.55,105.3,106.3,36592043
23-02-2021,ONGC,109.75,114.4,109.45,112.2,90860972
24-02-2021,ONGC,114,115.35,111,113.6,26071364
25-02-2021,ONGC,116,120.5,115.35,119.05,62038881
26-02-2021,ONGC,115.5,118.4,110.05,111,55154985
01-03-2021,ONGC,114.3,117.65,113.5,117.05,41672980
02-03-2021,ONGC,115.9,116.65,112.75,113.5,36303917
03-03-2021,ONGC,114.05,115.8,113.2,114,19434630
04-03-2021,ONGC,113.95,117,112.3,112.7,38272786
05-03-2021,ONGC,116.25,118.25,113.5,114.95,57756103
08-03-2021,ONGC,118.95,122.35,117.2,118.25,63866178
09-03-2021,ONGC,119.4,119.55,114.2,116.75,26817643
10-03-2021,ONGC,116.9,117,113.6,114.4,23841269
12-03-2021,ONGC,116.75,117.4,114,115.05,20691698
15-03-2021,ONGC,116,116.85,112.8,114.35,19679958
16-03-2021,ONGC,113.8,116.3,113.45,115.1,20680669
17-03-2021,ONGC,114.8,114.85,108.75,109.35,31017863
18-03-2021,ONGC,110,112.2,107.5,110.2,26710696
19-03-2021,ONGC,106.25,113.25,104.45,110.5,50386785
22-03-2021,ONGC,110.5,111.25,108.55,109.6,15825065
23-03-2021,ONGC,109.6,110.3,106.6,107.15,15815643
24-03-2021,ONGC,105,106,102.85,104.8,31083656
25-03-2021,ONGC,106,107.7,101.3,102,37295495
26-03-2021,ONGC,103,104,100.25,102.4,26637085
30-03-2021,ONGC,104.05,106.3,102.6,103.5,31843605
31-03-2021,ONGC,102.8,104.2,101.9,102.15,19587582
01-04-2021,ONGC,103,105.25,101.15,104.35,22299747
05-04-2021,ONGC,102.15,104.5,99.4,103.45,24878516
06-04-2021,ONGC,102.65,104.4,101.3,103.95,15156974
07-04-2021,ONGC,103.9,105.35,103.45,104.65,10330347
08-04-2021,ONGC,103.8,105.7,103.3,103.6,26105970
09-04-2021,ONGC,103,104.9,103,103.8,17645822
12-04-2021,ONGC,100.85,102.25,97.45,98.05,27005598
13-04-2021,ONGC,98.05,102.5,98.05,102.05,25505623
15-04-2021,ONGC,104.25,106.75,103.8,105.1,28659714
16-04-2021,ONGC,104.6,107.85,104.2,107.3,21627285
19-04-2021,ONGC,103.95,105.95,101.9,103.05,19166492
20-04-2021,ONGC,103.3,105,102.2,102.85,23082015
22-04-2021,ONGC,102.4,104.45,101.65,103.1,14844968
23-04-2021,ONGC,102,103.65,101.6,102.4,12790334
26-04-2021,ONGC,105.25,105.7,102.5,102.8,11797791
27-04-2021,ONGC,102.8,104,102.8,103.2,8886250
28-04-2021,ONGC,103.75,104.4,103.3,103.9,6887787
29-04-2021,ONGC,104.9,105.9,103.55,104.05,14990087
30-04-2021,ONGC,104.15,112.7,103.3,108.15,81358264
01-01-2020,ITC,238.6,238.6,237.1,238.1,4208837
02-01-2020,ITC,238.2,240.95,238.1,239.85,8402979
03-01-2020,ITC,241,241,238,238.5,9284478
06-01-2020,ITC,237.5,238.3,235,235.1,7636617
07-01-2020,ITC,236.05,237.9,234.6,235.35,8416741
08-01-2020,ITC,234,235.8,233.25,234.2,7043211
09-01-2020,ITC,235.6,236.6,235.05,235.8,9452653
10-01-2020,ITC,237.6,238.75,236.8,238,9973746
13-01-2020,ITC,238.5,240.5,238.25,239.25,12243639
14-01-2020,ITC,240.25,243.8,238.3,243.25,11843444
15-01-2020,ITC,242.55,243,241.1,242.4,5476729
16-01-2020,ITC,242.5,243.9,240.1,240.75,9369668
17-01-2020,ITC,240.75,242.1,239.4,239.95,7392403
20-01-2020,ITC,240.05,243.25,240.05,241.9,8020816
21-01-2020,ITC,241.45,241.45,238,238.45,9571070
22-01-2020,ITC,239.6,239.6,237.1,238.05,7654918
23-01-2020,ITC,238.1,238.75,236.9,237.9,6120434
24-01-2020,ITC,237.4,239.1,237,238.15,6801874
27-01-2020,ITC,237,237.4,234.3,234.6,6837613
28-01-2020,ITC,234.75,235.9,230.5,230.75,14582907
29-01-2020,ITC,231.5,237.65,231.15,236.65,20469708
30-01-2020,ITC,236.95,237,233,234.05,10394149
31-01-2020,ITC,235.75,238.4,234.05,235.15,18455880
01-02-2020,ITC,236.9,239.25,215.5,219,42268141
03-02-2020,ITC,215,216.9,205,207.6,79764370
04-02-2020,ITC,210.8,217.6,209.15,215.65,35767812
05-02-2020,ITC,216.3,217.5,211.5,216.45,21253607
06-02-2020,ITC,218,219.9,211.8,213.55,27388582
07-02-2020,ITC,213.8,215.7,212.75,213.4,17133407
10-02-2020,ITC,214,214.05,210.05,210.55,9617387
11-02-2020,ITC,216.5,216.95,211.8,212.6,29803784
12-02-2020,ITC,213.4,214.8,211.8,213.05,9928416
13-02-2020,ITC,213.05,213.45,211.2,211.9,9153131
14-02-2020,ITC,212.25,212.9,206.8,207.7,13731692
17-02-2020,ITC,208,208.65,204,204.8,15561953
18-02-2020,ITC,204.55,204.6,200.5,203.85,20934864
19-02-2020,ITC,205.25,207.15,203.85,206.7,9054560
20-02-2020,ITC,207,208.55,205.45,207.45,15592846
24-02-2020,ITC,207,207.45,201.8,203,16594046
25-02-2020,ITC,203.8,205.4,201.5,201.8,15313516
26-02-2020,ITC,200.65,201.95,196.3,198.6,17869240
27-02-2020,ITC,198.4,199.15,195.9,197.55,17271066
28-02-2020,ITC,195,199.9,192.05,197.55,32628444
02-03-2020,ITC,199.5,203.45,193.65,195.3,18560049
03-03-2020,ITC,197,197.45,192.55,193.85,17947416
04-03-2020,ITC,194.95,195.55,186.55,187.5,27664076
05-03-2020,ITC,187.55,191.2,186.55,188.05,20025924
06-03-2020,ITC,184.85,184.85,179.75,181.75,26764504
09-03-2020,ITC,179,179,174.5,177.2,21795899
11-03-2020,ITC,174,176.75,172.35,175.65,27957737
12-03-2020,ITC,169,169.15,150.55,155.8,52040944
13-03-2020,ITC,150,164,134.6,162.25,61592332
16-03-2020,ITC,158,158.1,145.25,147.25,33255085
17-03-2020,ITC,148,155.8,146.05,149.15,47658462
18-03-2020,ITC,152.1,154.65,147.35,150.7,50248786
19-03-2020,ITC,150.7,163.55,144.75,161.85,89753683
20-03-2020,ITC,165.1,176.5,165.1,175.5,61997991
23-03-2020,ITC,158,162,149.2,154.3,51354135
24-03-2020,ITC,162.95,163.7,147.4,149.7,52569242
25-03-2020,ITC,151,152,139,147.35,62506221
26-03-2020,ITC,150,159.4,143.25,156.4,58443502
27-03-2020,ITC,162,166,155,163.2,32636891
30-03-2020,ITC,156.05,164.9,156.05,159.2,28120394
31-03-2020,ITC,164,173.85,161.55,171.7,42630922
01-04-2020,ITC,171.7,172.75,164.55,166.4,18142049
03-04-2020,ITC,167.9,182.75,167,177.9,62868085
07-04-2020,ITC,185.7,185.7,173.65,181.55,36119016
08-04-2020,ITC,180.85,184,176.65,178.65,37561322
09-04-2020,ITC,184,186.25,180,185.25,42643743
13-04-2020,ITC,184.5,186.65,181.05,181.6,17744825
15-04-2020,ITC,184.05,193.75,182.7,189.35,49092959
16-04-2020,ITC,189.65,191.2,185.45,186.35,27082646
17-04-2020,ITC,190.45,191.4,186.95,188.1,26669272
20-04-2020,ITC,189.95,189.95,179.5,180.7,35767070
21-04-2020,ITC,178,184.3,176.05,179.6,23334550
22-04-2020,ITC,179,183.55,176,182.25,25164099
23-04-2020,ITC,182.95,184,179.65,180.55,32968241
24-04-2020,ITC,181,182.8,179.3,180.05,18050148
27-04-2020,ITC,180.25,182.3,179.3,179.85,13086773
28-04-2020,ITC,180,180.8,178.05,179.45,17802711
29-04-2020,ITC,180.5,182.9,179.65,182.15,21461158
30-04-2020,ITC,184.9,184.9,180.45,182.05,30169126
04-05-2020,ITC,181.75,181.75,170.65,174.05,30298058
05-05-2020,ITC,175,177.45,172,173.9,17709577
06-05-2020,ITC,171.4,171.4,160.5,163.9,65586753
07-05-2020,ITC,164,165.85,160.5,161,24249898
08-05-2020,ITC,163.95,164.15,157.1,158.25,25307551
11-05-2020,ITC,160,163.5,158,158.45,18095693
12-05-2020,ITC,158.45,165.9,157.5,165.05,21387983
13-05-2020,ITC,173.4,173.6,164.5,165.4,20018552
14-05-2020,ITC,164.5,168.25,161.95,163.8,14949993
15-05-2020,ITC,162.2,165.5,161.15,164.65,14950688
18-05-2020,ITC,166,167.3,163.15,164.75,20802365
19-05-2020,ITC,166.5,171.65,165.1,170.75,20142194
20-05-2020,ITC,171.95,177,171,175.75,25320952
21-05-2020,ITC,175.6,190.45,172.65,188.95,58382988
22-05-2020,ITC,188,191.9,184.6,186.35,39013806
26-05-2020,ITC,190,194.95,187.8,191.7,53235758
27-05-2020,ITC,192.5,193.9,186.9,192.15,24546312
28-05-2020,ITC,192.3,192.9,189,190.65,24579385
29-05-2020,ITC,190.45,198,189,197.35,35836696
01-06-2020,ITC,201,205.25,199,200.55,28509025
02-06-2020,ITC,201.9,201.9,196.7,197.25,22631743
03-06-2020,ITC,200,200.9,195.6,196.7,18979339
04-06-2020,ITC,197.75,202.5,195,200.15,21999875
05-06-2020,ITC,201.8,202,198.65,200,14632889
08-06-2020,ITC,202.9,203.65,197,197.65,19555380
09-06-2020,ITC,198.25,206.2,197.65,198.5,39914936
10-06-2020,ITC,199.45,203.15,198.3,199.05,27204677
11-06-2020,ITC,200,201.25,193.6,194.25,19847762
12-06-2020,ITC,188.95,195.2,187.85,193.9,22562987
15-06-2020,ITC,193.9,193.95,186.3,187.2,24463651
16-06-2020,ITC,190.8,190.95,181.9,185,27637395
17-06-2020,ITC,184,185,180.7,181.2,24028372
18-06-2020,ITC,181.2,187.5,180.7,186.6,28887658
19-06-2020,ITC,187.1,187.95,183.6,184.05,30531484
22-06-2020,ITC,186.5,187.5,183.15,185,31396392
23-06-2020,ITC,185.4,187.5,184.75,185.85,26547403
24-06-2020,ITC,187.4,194.7,186.15,191.85,54653037
25-06-2020,ITC,192.25,203.5,191.65,202.1,75575878
26-06-2020,ITC,206,209.4,193.3,195.2,71957460
29-06-2020,ITC,202.5,203,196.2,197.25,91504651
30-06-2020,ITC,199.4,199.4,194,194.65,41216021
01-07-2020,ITC,194.65,203.85,194.65,202.9,44298379
02-07-2020,ITC,204.45,206.75,202.55,205.85,39321517
03-07-2020,ITC,208,208.5,206,207.55,37896333
06-07-2020,ITC,200.35,201.95,198.95,199.8,34710608
07-07-2020,ITC,200,200.5,194,194.25,31282844
08-07-2020,ITC,194.25,197.95,194.25,196.3,21276389
09-07-2020,ITC,196.9,197,194.15,195.45,18769881
10-07-2020,ITC,195.15,196.5,194,194.35,16192017
13-07-2020,ITC,195.9,198.75,195.1,197.55,20298006
14-07-2020,ITC,197.4,199.5,192.75,195.9,18476313
15-07-2020,ITC,196.35,200,194.5,198.7,23777901
16-07-2020,ITC,198.7,198.85,192,193.85,22144753
17-07-2020,ITC,193.3,195.4,193,194.05,14882855
20-07-2020,ITC,195,195.35,192.35,192.7,18918931
21-07-2020,ITC,192.1,194.2,191.5,192.25,28010738
22-07-2020,ITC,193,197.9,192.5,196.55,32572721
23-07-2020,ITC,197.65,201.5,196.8,200.7,31488140
24-07-2020,ITC,201,201.7,197.3,199.6,60185503
27-07-2020,ITC,200.5,200.5,195.15,196.4,22645709
28-07-2020,ITC,197,198.65,195.05,195.4,19287262
29-07-2020,ITC,193.45,198.2,193.4,196.7,14831635
30-07-2020,ITC,198.4,198.4,192.5,193.35,16315232
31-07-2020,ITC,193.5,196.95,193.5,194.15,16653836
03-08-2020,ITC,194,194,191.9,192.6,13265435
04-08-2020,ITC,192.6,195.8,192.6,193.65,17189317
05-08-2020,ITC,194.5,194.6,191.7,192.8,48768468
06-08-2020,ITC,194.2,195.6,193.1,195.35,17886231
07-08-2020,ITC,195.5,197,194.15,196.05,20913956
10-08-2020,ITC,196.4,199.65,196.4,198.85,16474715
11-08-2020,ITC,200,207.7,200,203.05,55143098
12-08-2020,ITC,202.5,204.9,200.4,204.2,21287300
13-08-2020,ITC,203.5,204.2,197.1,201.45,22698994
14-08-2020,ITC,201.6,203.35,195.5,196.4,28752399
17-08-2020,ITC,198.05,199.5,196.85,198.75,11741074
18-08-2020,ITC,199.9,199.9,197.25,198.55,12488479
19-08-2020,ITC,198.6,201.7,198.1,198.45,15474846
20-08-2020,ITC,197,197.2,194.55,195.8,16910657
21-08-2020,ITC,198,199.2,196.3,196.8,17234086
24-08-2020,ITC,197.25,199,196.35,196.7,14737758
25-08-2020,ITC,197.25,198.3,195.1,195.4,15199285
26-08-2020,ITC,196.5,196.55,193.65,194.95,22631585
27-08-2020,ITC,198.5,198.9,193.9,194.25,47213462
28-08-2020,ITC,194.6,196.3,194.05,195.55,34645794
31-08-2020,ITC,199,199,190,191.1,96998374
01-09-2020,ITC,191.1,192.35,188.25,190.2,39779316
02-09-2020,ITC,191.3,193,189.65,191.35,20585664
03-09-2020,ITC,191.4,193.25,190,191.6,15692484
04-09-2020,ITC,190,190,185.7,186.7,41389121
07-09-2020,ITC,187.25,190.5,180.8,189.1,32663990
08-09-2020,ITC,189.6,190.55,184.6,188.15,25591395
09-09-2020,ITC,185.5,186.25,182.3,183.8,27830197
10-09-2020,ITC,184.1,185.7,183.2,184.9,17785076
11-09-2020,ITC,184.9,186.5,182.75,183.95,19256801
14-09-2020,ITC,185.8,185.85,183,183.35,30993032
15-09-2020,ITC,184,184.2,180.8,181.8,30772104
16-09-2020,ITC,181.85,183.5,180.05,180.65,50645681
17-09-2020,ITC,180.8,181.5,177.8,178.6,33936149
18-09-2020,ITC,179.55,179.85,177,179.1,29783208
21-09-2020,ITC,180,180.6,175.05,175.75,23892510
22-09-2020,ITC,175.75,176.75,173.75,174.2,18532637
23-09-2020,ITC,174.95,177.55,171.7,172.5,61785758
24-09-2020,ITC,171.7,171.75,166.15,166.55,31486886
25-09-2020,ITC,168.9,171.2,167,170.75,26627778
28-09-2020,ITC,171,174.8,170.5,173.3,23194739
29-09-2020,ITC,174.75,174.75,169,169.4,25617617
30-09-2020,ITC,170,172.1,168.7,171.7,18482053
01-10-2020,ITC,174.5,174.6,170.1,170.85,19758300
05-10-2020,ITC,171.1,172.8,168.75,169.25,24301177
06-10-2020,ITC,169.5,171.6,168.1,169.9,21886300
07-10-2020,ITC,170,170.9,169,169.5,16286695
08-10-2020,ITC,170.1,170.4,166.9,167.15,25503975
09-10-2020,ITC,167.5,168.9,166.35,167.85,22373477
12-10-2020,ITC,170.5,175.2,170,172.2,66250654
13-10-2020,ITC,172.85,174.85,169.5,170.15,35685353
14-10-2020,ITC,170.55,171,167.05,167.8,38219096
15-10-2020,ITC,167.7,167.8,164.55,165.05,27116959
16-10-2020,ITC,165.5,166.8,163.8,165.7,20227113
19-10-2020,ITC,166.8,168.9,166.15,168.25,19016841
20-10-2020,ITC,168,168.3,166.7,167.45,16149041
21-10-2020,ITC,168.15,168.9,166.6,167.65,16479194
22-10-2020,ITC,167.55,169.1,167,168.55,22044453
23-10-2020,ITC,168.95,171,167.75,170.75,20147370
26-10-2020,ITC,171.5,171.6,168.25,168.55,16081502
27-10-2020,ITC,168.5,169.3,166.75,167.2,45885935
28-10-2020,ITC,168.5,168.5,165,165.5,16820839
29-10-2020,ITC,165,165.95,163.45,163.85,21008755
30-10-2020,ITC,164,166.8,163.35,165.25,16347510
02-11-2020,ITC,166.8,167.2,164.45,166.75,14370649
03-11-2020,ITC,167.2,170.75,167.1,170.1,22602903
04-11-2020,ITC,170.05,171.8,168.2,169.8,18808819
05-11-2020,ITC,171.25,175,170.2,174.75,26997641
06-11-2020,ITC,176.5,177.2,173.4,173.95,34252005
09-11-2020,ITC,173.95,177.3,171.85,172.8,35286484
10-11-2020,ITC,175,179.55,171.85,178.35,57459436
11-11-2020,ITC,179.6,185.9,178.6,185.3,63318644
12-11-2020,ITC,185.2,188.75,183.85,188,46367792
13-11-2020,ITC,187.2,188.8,185.55,187.1,28198725
14-11-2020,ITC,189.05,190,188.05,188.6,7767144
17-11-2020,ITC,189,189.4,186.4,187.35,20950589
18-11-2020,ITC,186.8,188.45,182.75,184.05,26595992
19-11-2020,ITC,182.8,191.8,182.7,187.9,48984610
20-11-2020,ITC,188.8,192,186.05,191.7,45307312
23-11-2020,ITC,192,192.5,188.65,190.85,23180456
